,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36
22,2022-02-02 23:47:38,2022-02-02 23:53:29,IP Address,100,351,True,2022-02-02 23:53:29,R_DIAfKMmD1RhEwVP,anonymous,EN,1,A,A,B,A,B,A,eyebrows,smile,focussing,nothing,sneaky,nothing,A,B,A,B,B,B,looking at camera,squeezing eyes together,angry,nothing,nothing,eye direction,B,A,B,A,B,A,center color,color,background color,shadow,shadow,edge color
23,2022-02-02 23:39:13,2022-02-02 23:53:40,IP Address,100,867,True,2022-02-02 23:53:40,R_1LXWe307rEC9ScY,anonymous,EN,1,A,A,B,A,B,B,Eyebrow intensity,Smile,Eyebrow lift,Shoadow intensity,Expression,Neck,A,A,A,B,A,B,Background,Widest part (top/bottom),"Vertical ""squish""",Shadows,Lighting,Eye position,B,A,A,A,B,A,Light/dark,"Aging, yellowing",Lighting,Shadow,Shadow,Greenness
24,2022-02-02 23:45:09,2022-02-03 00:00:38,IP Address,100,928,True,2022-02-03 00:00:38,R_scDUsNQpPsERy5r,anonymous,EN,1,A,B,B,A,B,A,No change in the second image...,Facial hair (beard),Eyes and eyebrows,Barely any change,Faces seem thinner,Neck and jaw,A,A,A,A,A,B,Barely any changes,Lighting changes slightly,Background moves,Lighting is made brighter,Lighting is made brighter,I see no change,B,A,B,A,B,B,Lighting on the leaf,Shadows / light source proximity,Slight lighting changes ,Shadows are made smaller,Shadows move,Shadows rotate 
25,2022-02-02 23:50:43,2022-02-03 00:03:19,IP Address,100,755,True,2022-02-03 00:03:20,R_DUfuAT71wv0UYHT,anonymous,EN,1,A,A,B,A,B,B,eyebrows,moustache,eyes,lighting,granularity,neck,A,B,A,B,A,B,glasses,face shape,background,lighting,lighting,just static images?,B,A,B,A,B,A,blight,rottenness,rottenness,shadow,shadow,lighting
26,2022-02-02 23:21:18,2022-02-03 00:03:55,IP Address,100,2557,True,2022-02-03 00:03:56,R_3lRGsOliaTp32BJ,anonymous,EN,1,A,A,B,A,B,A,Eyes,Mouth ,Eyebrows ,Nose,Cheeks ,Neck,A,A,A,B,A,A,Head shape,Mouth,Hair,Cheekbone,Hair ,Eyes,B,A,A,A,B,A,Centre,Right side,Top right,Bottom,Outline,Outline
27,2022-02-02 23:56:13,2022-02-03 00:06:09,IP Address,100,596,True,2022-02-03 00:06:09,R_YabrqkZLz93Y77P,anonymous,EN,1,A,A,B,B,B,A,Eyebrows ,broader smile ,eyes,More wrinkles ,Vision direction,chin/neck,A,A,A,B,A,B,Tries to give glasses,Width of face,EyesSh,Shadow,Highlights,eye direction,B,A,B,B,B,A,the lighting,color of the leaves,less red,More shadow,Less shadow,Less light
28,2022-02-02 23:57:56,2022-02-03 00:08:53,IP Address,100,657,True,2022-02-03 00:08:53,R_4NJgk85NQylAC9X,anonymous,EN,0.89999997615814208984375,A,A,A,B,B,A,eyebrows ,stretch the chin/ mouth ,stretch eyes eyebrows ,shadows ,stretch the skin ,thinner face ,A,B,A,B,A,B,stretch ,less blurry,stretch ,lighter,stretch ,eyes ,B,B,B,B,B,A,gets lighter,gets yellower,gets lighter,shadows ,bigger shadows ,shadows 
29,2022-02-03 00:09:38,2022-02-03 00:15:22,IP Address,100,344,True,2022-02-03 00:15:22,R_2Yol41aKWA2h4ce,anonymous,EN,1,A,B,B,B,A,B,eyebrows,mouth,left eye,bolling of face,background,bolling of face,A,B,A,B,A,B,the corners,light interval,young to old,light intensity,light intensity,eyes,B,A,A,A,B,A,light intensity,light interval/colour,background,light intervall,light interval,colour
30,2022-02-03 00:07:03,2022-02-03 00:16:20,IP Address,100,557,True,2022-02-03 00:16:21,R_27WsHUFV45WkmA1,anonymous,EN,0.89999997615814208984375,A,A,B,A,B,A,Eye(brows),Mouth,Eyes,Smile or shadow,Eyes/total shape,Chin/nexk,A,A,A,A,A,B,Head shape,Hair,Head position/backhround,Rounder face,Skin color,Eyes,B,A,B,A,B,B,Texture,Color,Texture,Lighting/contrast,Shadow,Depth/texture
31,2022-02-03 00:22:48,2022-02-03 00:31:37,IP Address,100,529,True,2022-02-03 00:31:38,R_1mQ5Fm9RGGSMxmm,anonymous,EN,1,A,B,A,A,B,B,Expression,Smile,Eyebrow,Nothing,Not sure,Nothing,A,A,A,B,A,B,Color,Smile,Not sure,Brightness,Brightness,Direction of glance,B,A,B,A,B,B,Color,Contrast,Brightness,Not sure,Shadow,Shadow
32,2022-02-03 00:26:21,2022-02-03 00:34:48,IP Address,100,506,True,2022-02-03 00:34:48,R_1rpRyCHemtkBmkQ,anonymous,EN,1,A,B,B,A,B,A,eyebrows,mouth,eyes,nose,cheeks,jaw,A,A,A,A,A,B,hair,jaws,forehead,lighting,background,eyes,B,B,A,A,B,A,Colour,Colour,Lighting,Shadow,Shadow,Edges
33,2022-02-03 01:12:51,2022-02-03 01:22:32,IP Address,100,581,True,2022-02-03 01:22:32,R_1hzDd6s7J3gP1ab,anonymous,EN,1,B,B,B,A,A,A,Contrast,More dark colours,Light,Contrast,colouring,Detailing,A,A,A,A,A,B,More shadow,More rounded heads,Less contrast,"More contrast, more details",Less dark colours,Eyes change,B,A,B,B,B,A,"Shadow, contrast",Less yellow,More yellow,More shadow,Less shadow,Less details
34,2022-02-03 01:28:46,2022-02-03 01:38:34,IP Address,100,588,True,2022-02-03 01:38:35,R_2E6jF070sz59IIq,anonymous,EN,1,A,B,A,B,B,B,Eyebrows,Smile,Eyes are wider,Shadows,Lashes,Chin and neck,A,B,B,B,B,B,Darks become darker,Faces become wider?,Eyes become more pronounced,Shadows become lighter,Pictures become lighter,Eyes look more at me (the viewer),B,B,B,A,B,A,Relief is clearer,Leaf green becomes darker and more similar green,Green is darker,Shadows become clearer,Shadows become bigger,Edges of leafs are clearer
35,2022-02-03 07:24:25,2022-02-03 07:40:56,IP Address,100,991,True,2022-02-03 07:40:56,R_uacCDWhshiGPrFf,anonymous,EN,1,A,A,A,A,B,B,Eyebrows,Moustache ,Eye size,Skin creases,Eye direction,Chin width,A,A,A,A,A,B,Glasses,Smile/chin width,Face width ,Ear size,Shadows,Eye direction,B,B,B,A,B,B,Highlights,Blemishes,Lighting,Dark areas,Shadows,Light edges
36,2022-02-03 07:40:51,2022-02-03 08:08:46,IP Address,100,1674,True,2022-02-03 08:08:46,R_8IK1ix3tzMvrHCV,anonymous,EN,0.800000011920928955078125,B,A,B,B,B,B,Brows,Smile ,Eye size,Shade definition ,Facial expression ,Face shape,A,A,A,B,A,B,Face shape,More prominent smile ,Face shape ,"Facial shape, jawline ",Colour ,Eye movement ,B,A,B,B,B,A,Texture smoothness ,Colour temperature ,Sharpness/vividness ,Shadows ,Shadows ,Outline colour
37,2022-02-03 08:59:30,2022-02-03 09:24:05,IP Address,100,1474,True,2022-02-03 09:24:05,R_1eQz4xTrWlf4wXo,anonymous,EN,1,A,A,A,A,B,B,Eyebrows thicken and lower,Facial hair increases,Eyes shrink,Shadows on face sharpen,Eyes and nose lower,Neck or jaw thinner,A,A,A,B,A,B,Chin alters shape,Face shape changes,Expression becomes more neutral,Shadows soften,Light source moves left,Pupils move (if visible),B,A,A,A,B,A,Center shadows deepen,Leaf becomes more yellow,No idea,Shadows on edges deepen,Right-hand shadows removed,Edge shadows increased
38,2022-02-03 09:28:06,2022-02-03 09:40:50,IP Address,100,764,True,2022-02-03 09:40:50,R_pmjshEinvxYyUIp,anonymous,EN,1,A,B,B,A,B,A,Eyebrows more prominent,Smile,Raised eyebrows,depth / contrast increase,Slight lean forward,Thicker neck ,A,A,A,A,A,B,Sharper faces,Smile more,Broader face,Darker shadows,Brighter,Eye shift,B,B,A,A,B,B,Dry out,Freshen up,Dry out,Shadow increase,Shadow increase,Frayed edges
39,2022-02-03 09:35:31,2022-02-03 09:47:28,IP Address,100,716,True,2022-02-03 09:47:28,R_2YypKeTqaJEvTZx,anonymous,EN,0.800000011920928955078125,A,B,A,B,B,B,Thicker eyebrows,Added moustache,Raised eyebrows,Shade around mouth,Deeper set eyes?,Wider jaw,A,B,B,B,A,B,Darker around the eyes?,No commonalities,Slightly brighter image,Slightly raised brightness,Slightly raised brightness,Redirected eyes,B,B,B,A,B,A,Brightness change?,Yellow-ish colorization,Hard to say,Can’t say,Shadow cast by leaf,Rotated light source
40,2022-02-03 09:39:42,2022-02-03 09:49:57,IP Address,100,615,True,2022-02-03 09:49:57,R_3nf11DqK7fmfyIy,anonymous,EN,0.89999997615814208984375,A,B,B,B,B,A,Eyebrows,Beard,Eyes,Cheeks,Smile,Neck,A,A,A,A,A,B,Eyes,Cheeks,Smile,Shadows,Saturation,Nothing,B,B,B,A,B,B,Sharpening,Color,Color,Shadows,Shadows,Brightness
41,2022-02-03 09:47:33,2022-02-03 10:00:09,IP Address,100,755,True,2022-02-03 10:00:09,R_2QQKkWDAMT9UlH1,anonymous,EN,0.89999997615814208984375,A,B,B,B,B,B,Brows move down,Facial hair,Eyes,Shadows become darker,Lighting change,Slimmer face,A,A,A,A,A,B,Dark aspects get lighter/removed,Lighting change,Faces get rounder,Increase darkness in darker spots,Change of lighting,Eyes,B,A,B,A,B,A,Lighting change,Increase yellow tint,Brightness change,Increase in shadow significance,Shadows,Less shadows
42,2022-02-03 10:13:16,2022-02-03 10:30:10,IP Address,100,1014,True,2022-02-03 10:30:11,R_ssPtoZE1mP9XZ8R,anonymous,EN,1,A,B,A,A,B,B,Eyes,Smiles,Eyes,Nose,Eyes,Chin,A,A,A,B,A,B,Faces,Face slimming,Hair and hats change,Necks,Contrast,Eyes,B,B,B,A,B,A,Leaf surface,Leaf coloration,Leaf coloration,Lighting,Shadows,Lighting
43,2022-02-03 10:11:58,2022-02-03 10:50:14,IP Address,100,2295,True,2022-02-03 10:50:14,R_25WQfJpdVRILhfT,anonymous,EN,1,A,B,B,A,A,B,Hairline,Chin,Eyebrows ,Nothing changes ,Higher definition ,Shape of face,A,B,A,A,A,B,Hair,Head size ,Head shape,Shadows,Brightness ,Nothing ,B,B,A,A,B,A,Colour,Colour,Colour ,Colour ,Shape,Background 
44,2022-02-03 10:46:07,2022-02-03 11:06:09,IP Address,100,1202,True,2022-02-03 11:06:09,R_1Hq7V8mY9pWUK1A,anonymous,EN,1,B,A,A,B,B,B,More facial hair,Shorter wider hairier face,Smaller squinting eyes,More contrast,More shading,Thinner neck,A,B,A,A,A,B,Dark areas expanded,Image squished vertically,Stretched to top right,Dark areas lighter,Everything lighter,Eyes moving,B,B,B,A,A,A,More contrast,Removing of yellow,Blurring,Expanded dark areas,Larger shadow,Darker edges
45,2022-02-03 12:01:35,2022-02-03 12:11:55,IP Address,100,620,True,2022-02-03 12:11:55,R_yKEHgy8XiHxit7H,anonymous,EN,1,A,A,B,B,B,B,Eyebrow,Chin,Eyes,Cheeks,"Face, forehead",Chin,A,A,A,A,A,B,"Cheeks, glasses",Smile,"Smile, colour",Face markings,Background colour,Eyes,B,A,B,A,B,A,Creases,"Yellowing, drying",Colour,Shadow,"Shadow, lighting",Lighting
46,2022-02-03 11:54:39,2022-02-03 12:15:36,IP Address,100,1256,True,2022-02-03 12:15:36,R_3lyvnGp7MQdtdkm,anonymous,EN,0.800000011920928955078125,A,B,B,B,B,B,Face,Mouth,Eyes,Faces lines,Face definition,Background,A,B,A,A,A,B,Face definition,Face definition,Background detail,Light,Light definition ,Nothing,B,A,A,A,B,B,Definition of the texture,Color and shadows,Definition of the leaf,Light,Shadow increase,Color tone 
47,2022-02-03 12:24:51,2022-02-03 12:34:50,IP Address,100,598,True,2022-02-03 12:34:50,R_2QRSMIMNpvhYS0O,anonymous,EN,0.89999997615814208984375,A,B,A,A,B,A,Eyebrows,Chin,Eyes,Nose,Eyes,Face shape,A,A,A,A,A,B,Face shape,Face shape,Lighting,Image sharpness,Contrast,Eyes,B,B,B,B,B,A,Brightness,Color warmth,Brightness,Shade,Shade,Color warmth
48,2022-02-03 13:08:10,2022-02-03 13:21:30,IP Address,100,799,True,2022-02-03 13:21:30,R_22xMiECq7LYq8Li,anonymous,EN,1,B,A,A,A,B,B,eye brows,smile,eye brows,slight smirk,cringe,slendering,A,A,A,B,B,A,chin,images become less smiley,lighting change,lighting direction change,lighting angle change,eye movement,B,B,B,A,B,B,light flicker,light type change,exposed to different kinds of rays,shadow enlargement,shadow placement,revolving shadows
49,2022-02-03 13:20:36,2022-02-03 13:26:19,IP Address,100,343,True,2022-02-03 13:26:19,R_2dPWwUvJeFvEKdn,anonymous,EN,0.89999997615814208984375,A,A,B,B,B,A,Eyebrows,Smile,Eyes,Nose,Eyes,Cheeks,A,A,A,B,A,A,Glasses,Smile,Smile,Lighting,Lighting,Eyes,B,A,B,A,A,A,Shadow,Color,Shadow,Shadow,Shadow,Shadow
50,2022-02-03 13:31:44,2022-02-03 13:44:11,IP Address,100,746,True,2022-02-03 13:44:11,R_roNg1L5IdsjJ9fz,anonymous,EN,1,A,B,B,A,B,B,Eyebrows,Facial hair,Eyes,Wrinkles,Skin details,Neck gets smaller,A,A,A,A,B,B,Their skin gets more detailed,Their chin gets defined,Rounder shape of head,I don't see similar changes,More pigment to skin,Eye shape changes,B,A,B,A,B,A,Shading,Color,Shading ,Shadows,Shadows,Shadows
51,2022-02-03 15:34:59,2022-02-03 15:43:59,IP Address,100,540,True,2022-02-03 15:44:01,R_323KBbZVHhPl4nz,anonymous,EN,1,A,A,A,A,B,B,Eyebrows,Mouth/smile,Eyebrows,Contour,Nose,Neck,A,A,A,A,A,B,Face shape,Face shape,Head size,Contour,Highlight,Eyes,B,A,B,A,A,A,Highlight,Color,Color,Highlight,Shadow,Highlight
52,2022-02-03 15:34:07,2022-02-03 16:12:30,IP Address,100,2303,True,2022-02-03 16:12:30,R_2WVvpU3YcrM7L5r,anonymous,EN,1,A,B,A,B,B,B,nothing,smile,eyebrow,nothing,painting-like filter,nothing,A,A,A,A,A,B,lighting,clarity,lighting,lighting,lighting,opening eyes,B,B,B,A,A,B,sharpness,lighting,lighting,nothing,lighting,lighting
53,2022-02-03 16:31:01,2022-02-03 16:50:24,IP Address,100,1163,True,2022-02-03 16:50:25,R_2eQjelcZdjkqYpY,anonymous,EN,0.89999997615814208984375,A,A,B,B,B,A,anger,smile,eyebrow rise,depth,expression,nothing,A,A,A,A,A,B,nothing,pushed back,don't know,darkness,brightness,eye position,B,B,B,A,B,A,contrast,poopiness,egality,shadow size,depth,brightness
54,2022-02-03 20:38:01,2022-02-03 20:50:41,IP Address,100,760,True,2022-02-03 20:50:41,R_1YT68qjH0s8alZD,anonymous,EN,1,A,B,A,A,A,B,Face,Mouth,Eyes/brows,Facial lines,Skin more even,Background,A,B,B,A,A,B,Face gets more nuances,Color changes (brighter?),Background,Brightness changes,Colors get brighter/darker,Eyes change,B,A,B,A,B,B,More even green,Yellow gets green,Brightness changes,Contrast changes slightly,Shadow,Edges
55,2022-02-03 20:56:11,2022-02-03 21:11:16,IP Address,100,905,True,2022-02-03 21:11:16,R_pLEX9fJY0Blk45r,anonymous,EN,0.89999997615814208984375,A,B,B,B,A,B,Relative position of eyebrow,Prominence of facial hair,Eye to eyebrow distance,Depth of check crease,Head angle,Neck width,A,B,A,B,A,B,Smile width,Smile degree,Hair/head covering,Angle of illumination,Depth of shadow,Gaze direction,B,A,B,A,B,B,Change in contrast,Reduction in color saturation,Change in angle of illumination,Depth of shadow,Angle of illumination,Increase in contrast
